index,risky,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,term_ 36 months,term_ 60 months,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,prediction
20032,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
12876,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
83001,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
73458,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
56663,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
30101,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
91621,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67810,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
34922,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
100465,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
44511,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
70302,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
70588,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
36654,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55753,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
25136,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
104593,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
91797,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
80784,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
86390,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
89171,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
28948,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
40071,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
104241,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
53585,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
66681,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
65727,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
56399,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5356,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
100436,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
79170,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40421,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
55735,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
62781,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
90855,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20348,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
61514,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
84815,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
83846,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6204,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
48866,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
92458,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22638,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8165,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
11877,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
7424,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
884,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
21868,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
78078,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
72110,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
95524,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
87721,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
63759,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
37434,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
72844,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
97914,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
55645,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
106027,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
48955,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
26153,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
75659,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
16511,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
79422,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
44608,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
43491,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
54892,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
40830,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
78692,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
38835,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
90622,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
42613,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
65224,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
67895,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
38788,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
32573,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
72665,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
96106,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
56623,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
23326,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
83322,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
30418,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
54940,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
48128,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
56674,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
60906,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9157,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
25424,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
26252,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
96937,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
96723,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
64828,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
97119,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
12676,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
106363,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
39373,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
54399,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
57838,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
83884,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
16964,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
36511,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1069,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
52223,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
56109,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
21899,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
65550,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
53221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
82170,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
65224,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
96736,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
75750,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
73413,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
92775,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
102790,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
62077,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
92165,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
15136,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
89434,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
98061,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
79998,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
19297,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
11674,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
65661,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
56616,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
78078,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
63509,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
93221,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
99119,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
97081,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
97436,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
52918,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
67564,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
13778,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
20251,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
105170,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
17906,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
13054,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
94616,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
15463,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
85068,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
66689,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
36074,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
97616,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
62307,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
68520,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
103967,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
88177,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
88038,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
91400,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
50669,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
96619,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
135,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
101250,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
34781,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
93237,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
61350,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
63849,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
32828,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
89636,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
101585,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39423,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
60536,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
32594,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
79294,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
89786,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
97270,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
60291,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
86895,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
65699,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
59976,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1942,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
102060,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16754,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
62551,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
79037,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
68138,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
74302,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
86339,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
44608,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
104257,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
35339,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
45808,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
99457,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
29064,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
85369,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
23514,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
90938,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4367,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
60268,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
93517,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
15026,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7903,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
99457,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
60581,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
96106,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
13814,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
66819,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
73921,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
86732,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
50710,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
38126,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104271,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
63868,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
22558,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
15597,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
11713,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
60741,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
49890,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
95989,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
73452,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
586,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
40244,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
36240,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
26523,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
41189,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
71359,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
103399,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
72143,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
74177,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
102156,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
25759,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
79372,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
52666,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8794,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
28413,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
72389,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
83064,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
31095,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
55218,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
89095,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
49082,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
89396,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
104453,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
83917,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
27410,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
90380,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
13521,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
93268,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
80193,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
42058,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
80122,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
86573,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
98436,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
105872,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
99500,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
78401,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
34765,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
74858,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
102832,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
60094,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
32636,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
71811,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
104990,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
54204,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
26930,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
53579,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
22061,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
101563,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
16530,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
102167,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
60889,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
47859,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
69017,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
44001,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
63873,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
87959,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
66694,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
97790,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
36743,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
96106,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
34764,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8812,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
93268,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
701,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
64389,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
27279,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
44735,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
62781,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
86926,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
67467,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
59070,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
57346,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
43663,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
83928,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
57021,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104640,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
64622,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
91105,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
87106,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
107090,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
94535,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
91401,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
62990,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
103863,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
51964,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
17278,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
65831,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4660,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
54940,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
31827,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
55364,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
43048,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
28037,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
68763,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
96434,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
68793,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
100525,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
44019,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
105513,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20374,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
71183,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
89962,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
40928,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
20127,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
90636,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
24397,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
49426,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
71598,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
93485,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
105389,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30908,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
91530,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
60783,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
104462,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
80688,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
64711,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
70803,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
86142,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6645,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
96250,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
5301,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
40474,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9089,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
97947,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
83483,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8548,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
105963,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22939,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
75504,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
79491,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
72297,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
66722,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
44480,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
103971,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
3797,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
25119,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
57208,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
26255,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
74138,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
22565,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
90633,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
99500,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
84606,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
91067,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
86902,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
92570,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
58647,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
41962,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
96410,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
76553,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
39191,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
99500,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
84863,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5531,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
36872,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
63068,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
30234,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
58410,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5110,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
96663,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2560,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
97696,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
78684,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
48747,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
60466,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
83064,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
57402,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
41930,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
69073,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
95281,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
95455,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
36677,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
91488,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
65661,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
62441,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
35030,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
14097,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
18089,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
59462,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
101381,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
26865,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
49183,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
82312,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
46785,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
89387,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
94281,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
71938,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
24851,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
77433,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
59322,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
43047,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
7599,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
38680,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
104042,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
42470,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
4948,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
75597,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
67173,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
81874,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
83064,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
97696,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
20905,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
81947,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
84022,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
99545,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
24077,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
74937,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
82852,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
31912,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
16747,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
13318,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
74447,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
